1;4;1
1;9;1
1;8;1
1;8;2
1;6;3
1;10;3
1;11;3
1;2;3
1;7;3
1;1;3
1;7;4
1;2;4
1;1;5
1;12;6
1;12;7
1;12;8
1;3;8
1;3;9
1;3;10
1;13;11
1;14;12
1;3;12
1;8;13
1;10;14
1;0;15
1;0;16
1;0;17
1;5;18
1;5;19
1;14;19
1;12;19
2;17;20
2;1;20
2;21;20
2;20;20
2;14;20
2;18;20
2;16;21
2;6;21
2;15;22
2;19;23
2;22;23
2;0;24
